latitude,longitude
-34.665484,-58.474298
-34.665473,-58.503081
-34.665402,-58.488743
-34.665341,-58.503385
-34.665321,-58.486341
-34.665283,-58.503043
-34.665252,-58.47297
-34.665219,-58.472997
-34.665201,-58.506264
-34.665151,-58.506628
-34.66505,-58.490897
-34.665034,-58.470707
-34.665034,-58.470482
-34.665008,-58.490829
-34.665005,-58.470447
-34.665003,-58.490826
-34.664967,-58.470594
-34.664895,-58.503154
-34.66487,-58.479478
-34.664852,-58.497298
-34.664837,-58.470249
-34.664798,-58.503476
-34.664589,-58.508543
-34.664532,-58.478078
-34.664523,-58.489854
-34.664332,-58.475631
-34.664219,-58.472491
-34.664189,-58.485415
-34.664102,-58.504932
-34.664071,-58.50177
-34.664071,-58.50177
-34.663997,-58.479091
-34.663997,-58.437659
-34.663982,-58.475408
-34.663921,-58.448217
-34.663806,-58.44844
-34.66371,-58.510221
-34.663664,-58.50164
-34.663591,-58.488563
-34.663512,-58.471212
-34.66349,-58.47215
-34.66341,-58.437279
-34.663342,-58.472063
-34.663191,-58.488773
-34.663176,-58.476495
-34.662941,-58.500405
-34.662821,-58.50026
-34.662814,-58.469897
-34.662809,-58.475871
-34.662802,-58.499722
-34.662777,-58.500279
-34.662761,-58.503304
-34.662758,-58.473176
-34.662744,-58.516421
-34.662705,-58.438924
-34.662668,-58.473065
-34.662655,-58.482304
-34.662618,-58.487431
-34.662598,-58.486218
-34.662593,-58.469815
-34.66258,-58.506134
-34.662572,-58.469553
-34.662519,-58.4694
-34.662501,-58.481131
-34.662404,-58.500463
-34.662378,-58.44321
-34.662363,-58.500513
-34.662299,-58.51367
-34.66229,-58.473186
-34.662261,-58.504997
-34.66214,-58.439465
-34.661994,-58.445733
-34.661993,-58.434119
-34.661837,-58.507984
-34.661832,-58.490699
-34.661796,-58.433022
-34.661735,-58.468953
-34.661706,-58.473776
-34.661556,-58.512265
-34.66151,-58.501795
-34.661458,-58.484235
-34.66144,-58.445253
-34.661373,-58.51658
-34.661356,-58.483988
-34.661353,-58.516545
-34.661351,-58.474213
-34.661271,-58.474574
-34.661125,-58.442285
-34.661124,-58.440906
-34.661041,-58.440579
-34.661036,-58.515605
-34.661024,-58.483836
-34.661024,-58.483836
-34.660996,-58.515727
-34.660995,-58.468201
-34.66098,-58.474945
-34.660947,-58.467822
-34.660895,-58.438724
-34.660868,-58.474855
-34.660694,-58.502356
-34.660687,-58.483441
-34.660648,-58.489893
-34.660606,-58.506507
-34.660583,-58.467459
-34.660582,-58.470866
-34.660517,-58.467715
-34.660409,-58.50263
-34.660403,-58.470791
-34.660299,-58.433423
-34.6601,-58.429415
-34.659999,-58.433367
-34.659978,-58.514122
-34.659952,-58.514076
-34.659925,-58.502839
-34.65986,-58.442962
-34.659837,-58.46851
-34.659819,-58.468478
-34.659812,-58.492957
-34.659798,-58.481682
-34.65979,-58.485993
-34.659773,-58.502642
-34.659749,-58.468375
-34.659714,-58.442514
-34.659636,-58.468912
-34.659616,-58.476459
-34.65959,-58.428798
-34.659422,-58.440599
-34.659406,-58.520833
-34.659401,-58.481305
-34.659401,-58.443076
-34.65933,-58.476825
-34.659327,-58.469123
-34.659247,-58.512491
-34.659226,-58.504092
-34.659193,-58.442514
-34.659186,-58.477228
-34.659175,-58.469287
-34.659133,-58.438188
-34.65912,-58.470226
-34.659112,-58.477323
-34.659086,-58.504699
-34.659056,-58.504292
-34.658981,-58.48552
-34.65893,-58.429892
-34.658924,-58.490132
-34.658924,-58.469632
-34.658904,-58.51225
-34.658866,-58.504785
-34.658784,-58.388483
-34.658756,-58.388302
-34.658743,-58.471402
-34.658713,-58.504971
-34.658694,-58.479673
-34.658667,-58.469574
-34.658654,-58.425611
-34.658598,-58.426689
-34.658584,-58.43548
-34.658584,-58.435114
-34.658563,-58.42661
-34.658526,-58.471345
-34.65852,-58.469589
-34.658504,-58.430642
-34.658424,-58.500317
-34.65837,-58.491548
-34.658356,-58.448077
-34.658337,-58.391797
-34.658268,-58.499847
-34.658094,-58.388564
-34.658081,-58.478407
-34.658076,-58.479037
-34.658052,-58.479001
-34.658041,-58.478458
-34.65803,-58.510534
-34.657984,-58.493406
-34.657933,-58.495237
-34.657835,-58.488506
-34.657815,-58.493596
-34.657718,-58.510403
-34.65771,-58.416462
-34.657697,-58.452118
-34.657656,-58.51031
-34.65764,-58.479158
-34.657584,-58.479228
-34.657564,-58.452304
-34.657541,-58.416228
-34.657531,-58.453134
-34.657526,-58.46767
-34.657474,-58.42903
-34.657471,-58.479369
-34.657465,-58.44728
-34.657411,-58.478369
-34.657353,-58.478305
-34.657285,-58.388419
-34.657211,-58.423623
-34.657206,-58.47896
-34.657162,-58.388429
-34.657119,-58.50663
-34.657098,-58.489887
-34.656985,-58.446388
-34.656947,-58.467263
-34.656946,-58.487736
-34.656941,-58.391796
-34.656795,-58.40577
-34.656794,-58.385529
-34.65679,-58.453662
-34.656782,-58.40455
-34.656761,-58.507343
-34.656753,-58.421559
-34.656738,-58.497968
-34.656723,-58.501845
-34.656714,-58.4678
-34.656678,-58.507442
-34.656619,-58.524547
-34.656582,-58.381585
-34.656581,-58.446186
-34.656557,-58.477798
-34.65648,-58.41524
-34.656457,-58.415207
-34.656437,-58.378771
-34.656436,-58.41516
-34.656406,-58.5082
-34.65638,-58.507522
-34.65638,-58.507522
-34.656368,-58.497522
-34.656322,-58.399917
-34.656283,-58.496926
-34.656215,-58.42771
-34.656183,-58.524304
-34.656181,-58.476809
-34.65618,-58.438508
-34.656175,-58.489059
-34.656148,-58.40317
-34.656146,-58.495726
-34.656109,-58.524506
-34.656109,-58.397169
-34.6561,-58.476929
-34.656083,-58.465028
-34.656053,-58.415162
-34.656053,-58.415162
-34.656051,-58.476666
-34.656006,-58.490856
-34.655996,-58.466938
-34.65595,-58.507873
-34.65593,-58.375889
-34.655909,-58.507817
-34.655908,-58.481167
-34.65587,-58.497139
-34.655864,-58.416629
-34.655859,-58.497126
-34.655811,-58.454642
-34.65577,-58.454559
-34.655725,-58.506933
-34.655716,-58.47998
-34.655672,-58.395092
-34.655659,-58.488313
-34.655536,-58.428595
-34.655508,-58.388354
-34.655469,-58.438711
-34.655461,-58.388775
-34.6554,-58.50899
-34.6554,-58.50899
-34.655385,-58.41626
-34.655367,-58.417585
-34.655348,-58.506751
-34.655347,-58.50675
-34.655327,-58.414027
-34.65532,-58.417311
-34.655296,-58.465071
-34.655269,-58.416253
-34.655266,-58.417423
-34.655252,-58.417063
-34.65518,-58.406307
-34.65513,-58.438053
-34.655064,-58.417107
-34.655063,-58.521907
-34.655043,-58.439227
-34.655042,-58.416245
-34.65504,-58.523493
-34.655018,-58.485397
-34.655016,-58.41776
-34.655007,-58.412479
-34.654957,-58.416242
-34.654872,-58.41761
-34.654848,-58.41204
-34.654837,-58.404652
-34.654814,-58.506325
-34.654802,-58.506309
-34.654796,-58.417579
-34.654784,-58.489543
-34.654764,-58.385355
-34.654759,-58.44364
-34.654754,-58.42619
-34.654726,-58.482829
-34.654714,-58.403108
-34.654639,-58.524
-34.654582,-58.456523
-34.654529,-58.374935
-34.654529,-58.374935
-34.654499,-58.521029
-34.654478,-58.427489
-34.654439,-58.48944
-34.654397,-58.498851
-34.65436,-58.468162
-34.654357,-58.443448
-34.654352,-58.41589
-34.654335,-58.416549
-34.654322,-58.486718
-34.654278,-58.439737
-34.65425,-58.522249
-34.654229,-58.388661
-34.654224,-58.410309
-34.654221,-58.403371
-34.654193,-58.410222
-34.654191,-58.499212
-34.654147,-58.466277
-34.654136,-58.505416
-34.654132,-58.394844
-34.654118,-58.416538
-34.654068,-58.474213
-34.654007,-58.504958
-34.653955,-58.456898
-34.653954,-58.466522
-34.653898,-58.494557
-34.653889,-58.440346
-34.653887,-58.474295
-34.653881,-58.48373
-34.653881,-58.473986
-34.653874,-58.416303
-34.653869,-58.504731
-34.65386,-58.504762
-34.653841,-58.511185
-34.653817,-58.488354
-34.653761,-58.494392
-34.653713,-58.386068
-34.653655,-58.380984
-34.653577,-58.46906
-34.653547,-58.466622
-34.653541,-58.519185
-34.653524,-58.466599
-34.653521,-58.409946
-34.653481,-58.41659
-34.653455,-58.527786
-34.653438,-58.469457
-34.653428,-58.504621
-34.653417,-58.519274
-34.653405,-58.473976
-34.65333,-58.434631
-34.653319,-58.415806
-34.653305,-58.486229
-34.653296,-58.473856
-34.653275,-58.504461
-34.653233,-58.493978
-34.653154,-58.493882
-34.653147,-58.493874
-34.653129,-58.416477
-34.653093,-58.487858
-34.653075,-58.473611
-34.653019,-58.421127
-34.652951,-58.517336
-34.652905,-58.416568
-34.652905,-58.382848
-34.652901,-58.425844
-34.652879,-58.416309
-34.652832,-58.421679
-34.652815,-58.467287
-34.652808,-58.424157
-34.652794,-58.375547
-34.652776,-58.375554
-34.652754,-58.416566
-34.652712,-58.434274
-34.652687,-58.467212
-34.652659,-58.416507
-34.652587,-58.516991
-34.652543,-58.407176
-34.652531,-58.377001
-34.652515,-58.416208
-34.652475,-58.467061
-34.652421,-58.407761
-34.652312,-58.466943
-34.652293,-58.407599
-34.652289,-58.459045
-34.652242,-58.380242
-34.65224,-58.415344
-34.652211,-58.481807
-34.652176,-58.415705
-34.652143,-58.415559
-34.652066,-58.482062
-34.652037,-58.409017
-34.652004,-58.416853
-34.651986,-58.417005
-34.651884,-58.417122
-34.651855,-58.41737
-34.651824,-58.494674
-34.65179,-58.395448
-34.651787,-58.492029
-34.65175,-58.44342
-34.651744,-58.419106
-34.651736,-58.415568
-34.651724,-58.415658
-34.651716,-58.373761
-34.651678,-58.48625
-34.651667,-58.416482
-34.651663,-58.491881
-34.651643,-58.502334
-34.651642,-58.501769
-34.651623,-58.401859
-34.651602,-58.488404
-34.651594,-58.395686
-34.651587,-58.514466
-34.651535,-58.502221
-34.6515,-58.407213
-34.651493,-58.423251
-34.651469,-58.421573
-34.651441,-58.519124
-34.651438,-58.394943
-34.651428,-58.397344
-34.651428,-58.396813
-34.651425,-58.397378
-34.651425,-58.39239
-34.651348,-58.514261
-34.65134,-58.416508
-34.651271,-58.526913
-34.651269,-58.423294
-34.651261,-58.389452
-34.651258,-58.412915
-34.65125,-58.416194
-34.651239,-58.502427
-34.651237,-58.39202
-34.651236,-58.525522
-34.651228,-58.400919
-34.651215,-58.491566
-34.651209,-58.514896
-34.651183,-58.487208
-34.651167,-58.42323
-34.651163,-58.42328
-34.651144,-58.443703
-34.651108,-58.44292
-34.651099,-58.406023
-34.65107,-58.398712
-34.651038,-58.400943
-34.651034,-58.491854
-34.651034,-58.491854
-34.65103,-58.452468
-34.651029,-58.485123
-34.651023,-58.388471
-34.65102,-58.42419
-34.651014,-58.400705
-34.65101,-58.497238
-34.650997,-58.416206
-34.650992,-58.501969
-34.650979,-58.444483
-34.650954,-58.404531
-34.650952,-58.452318
-34.650942,-58.471063
-34.650942,-58.471063
-34.65093,-58.48934
-34.650924,-58.412575
-34.650922,-58.416709
-34.650921,-58.52286
-34.650905,-58.38744
-34.65089,-58.416663
-34.650835,-58.40434
-34.650827,-58.470936
-34.650782,-58.455038
-34.650777,-58.410267
-34.650775,-58.444244
-34.650764,-58.389148
-34.650756,-58.416002
-34.650747,-58.43189
-34.650747,-58.404382
-34.650736,-58.432238
-34.650693,-58.443086
-34.650621,-58.461205
-34.650613,-58.501558
-34.650599,-58.470446
-34.650588,-58.411324
-34.650586,-58.468236
-34.650545,-58.410075
-34.650512,-58.416462
-34.65048,-58.388924
-34.650464,-58.408035
-34.650444,-58.443451
-34.650434,-58.409497
-34.650433,-58.389175
-34.650426,-58.385543
-34.650425,-58.470709
-34.65042,-58.405338
-34.650415,-58.458864
-34.650401,-58.405885
-34.650378,-58.464679
-34.65036,-58.470633
-34.650354,-58.511757
-34.65035,-58.416168
-34.650331,-58.4321
-34.650297,-58.462953
-34.650294,-58.384061
-34.650241,-58.430412
-34.650215,-58.470474
-34.650155,-58.416473
-34.650134,-58.424853
-34.650117,-58.429657
-34.650091,-58.462597
-34.650083,-58.401
-34.650071,-58.462811
-34.650066,-58.462864
-34.65006,-58.488221
-34.650042,-58.463131
-34.650032,-58.463238
-34.650022,-58.463344
-34.650018,-58.421233
-34.650011,-58.424968
-34.649972,-58.416189
-34.649955,-58.388975
-34.649935,-58.400692
-34.649933,-58.410458
-34.649877,-58.515015
-34.649875,-58.382424
-34.649856,-58.462372
-34.649835,-58.511015
-34.64981,-58.420828
-34.6498,-58.442899
-34.649779,-58.404797
-34.649761,-58.380256
-34.649726,-58.48958
-34.649677,-58.51513
-34.649674,-58.417669
-34.649673,-58.41764
-34.649667,-58.4891
-34.649666,-58.517166
-34.649666,-58.515466
-34.649643,-58.380501
-34.649619,-58.378085
-34.649617,-58.489451
-34.649608,-58.416198
-34.64958,-58.3781
-34.649505,-58.376855
-34.649501,-58.430013
-34.649454,-58.500042
-34.64944,-58.517339
-34.649338,-58.499917
-34.649338,-58.499917
-34.649296,-58.489293
-34.649288,-58.378429
-34.649269,-58.379892
-34.64926,-58.463107
-34.649194,-58.499614
-34.649186,-58.489164
-34.649097,-58.516521
-34.649081,-58.509011
-34.649077,-58.404417
-34.64906,-58.409084
-34.649008,-58.514388
-34.648952,-58.499756
-34.648911,-58.378074
-34.648906,-58.463351
-34.648768,-58.499556
-34.64876,-58.365451
-34.648729,-58.376238
-34.648729,-58.376238
-34.648666,-58.427129
-34.648632,-58.440294
-34.64861,-58.427206
-34.648551,-58.373663
-34.648495,-58.439765
-34.648444,-58.374703
-34.648444,-58.37378
-34.648438,-58.37074
-34.648399,-58.456374
-34.648376,-58.377272
-34.64836,-58.415232
-34.648343,-58.37729
-34.648324,-58.416618
-34.648313,-58.375042
-34.648312,-58.499241
-34.648273,-58.507583
-34.64825,-58.464177
-34.648248,-58.487866
-34.648236,-58.464265
-34.648176,-58.468699
-34.648142,-58.468495
-34.648135,-58.487735
-34.648132,-58.42815
-34.648104,-58.43933
-34.648093,-58.372723
-34.648078,-58.46845
-34.648078,-58.416854
-34.648074,-58.464615
-34.648055,-58.417251
-34.648045,-58.468603
-34.648025,-58.372342
-34.648012,-58.498476
-34.648008,-58.389157
-34.648006,-58.417022
-34.648001,-58.415909
-34.647985,-58.37251
-34.647985,-58.37251
-34.647969,-58.506609
-34.647954,-58.389373
-34.647949,-58.389376
-34.647906,-58.412491
-34.647886,-58.468496
-34.647883,-58.498337
-34.647855,-58.506333
-34.647855,-58.472164
-34.647806,-58.460581
-34.647798,-58.415762
-34.647788,-58.372752
-34.647749,-58.377681
-34.647748,-58.377108
-34.64774,-58.377539
-34.647735,-58.468211
-34.647732,-58.506718
-34.647717,-58.468376
-34.647645,-58.372777
-34.64762,-58.427887
-34.647605,-58.368057
-34.647602,-58.51988
-34.647589,-58.416332
-34.647564,-58.498251
-34.647556,-58.416111
-34.647504,-58.361956
-34.647483,-58.448805
-34.647472,-58.41552
-34.647467,-58.415521
-34.647466,-58.415522
-34.647456,-58.498133
-34.647427,-58.428084
-34.647412,-58.409531
-34.64741,-58.484242
-34.647361,-58.484229
-34.647312,-58.484037
-34.647299,-58.484054
-34.647262,-58.381142
-34.647237,-58.416309
-34.647206,-58.436937
-34.647193,-58.378934
-34.647148,-58.372872
-34.647146,-58.449346
-34.647141,-58.419424
-34.647141,-58.401582
-34.647121,-58.40139
-34.647115,-58.419632
-34.647111,-58.36829
-34.647084,-58.4682
-34.647076,-58.416303
-34.64707,-58.416092
-34.647063,-58.368297
-34.647053,-58.414961
-34.64702,-58.372894
-34.647013,-58.455806
-34.646998,-58.375432
-34.646968,-58.465796
-34.64696,-58.48722
-34.64692,-58.37544
-34.646865,-58.456449
-34.646864,-58.458107
-34.64686,-58.373567
-34.646856,-58.416295
-34.646811,-58.525877
-34.6468,-58.387604
-34.646766,-58.368341
-34.646706,-58.405302
-34.646652,-58.400558
-34.646616,-58.412362
-34.646597,-58.496943
-34.646597,-58.496943
-34.646582,-58.373242
-34.646578,-58.496922
-34.646569,-58.502958
-34.646567,-58.403714
-34.646567,-58.38626
-34.646565,-58.467391
-34.646543,-58.503571
-34.646538,-58.395318
-34.646497,-58.467343
-34.646493,-58.488904
-34.646488,-58.395333
-34.646476,-58.385324
-34.646417,-58.466498
-34.64641,-58.373277
-34.646392,-58.37559
-34.646378,-58.47103
-34.646341,-58.435162
-34.646299,-58.453594
-34.646284,-58.37114
-34.646269,-58.467183
-34.646268,-58.458474
-34.646256,-58.371011
-34.646254,-58.371014
-34.646216,-58.373313
-34.646204,-58.39715
-34.646204,-58.39715
-34.646189,-58.453453
-34.646172,-58.50323
-34.646143,-58.473803
-34.646118,-58.485416
-34.646114,-58.416273
-34.646091,-58.496651
-34.646074,-58.373062
-34.646058,-58.409031
-34.64605,-58.368446
-34.646043,-58.408939
-34.646034,-58.399902
-34.646033,-58.496588
-34.645992,-58.450631
-34.64599,-58.490857
-34.645952,-58.4965
-34.645935,-58.434403
-34.645928,-58.397604
-34.645898,-58.431281
-34.645858,-58.409607
-34.645802,-58.416555
-34.645778,-58.360061
-34.645756,-58.467005
-34.645746,-58.521568
-34.645745,-58.450938
-34.645719,-58.466923
-34.645712,-58.502488
-34.645663,-58.492096
-34.645641,-58.457776
-34.645621,-58.382314
-34.645616,-58.406832
-34.645598,-58.484857
-34.645598,-58.46666
-34.645577,-58.466614
-34.645574,-58.48483
-34.645553,-58.520231
-34.645549,-58.367179
-34.645518,-58.470178
-34.645461,-58.470275
-34.645446,-58.451056
-34.64542,-58.392731
-34.645402,-58.395203
-34.645385,-58.528642
-34.645372,-58.392709
-34.645349,-58.495609
-34.645298,-58.452232
-34.645279,-58.420432
-34.645273,-58.520482
-34.64524,-58.431845
-34.645229,-58.465541
-34.645223,-58.529413
-34.64521,-58.431523
-34.645188,-58.363909
-34.645179,-58.529411
-34.64517,-58.414144
-34.64515,-58.378827
-34.645144,-58.528644
-34.645133,-58.49059
-34.645132,-58.509768
-34.645111,-58.495366
-34.645111,-58.495366
-34.645089,-58.416262
-34.645083,-58.492704
-34.645074,-58.510129
-34.645061,-58.428009
-34.645046,-58.431425
-34.645027,-58.414066
-34.645027,-58.414066
-34.645019,-58.500417
-34.645018,-58.465083
-34.645018,-58.465083
-34.645002,-58.381172
-34.644971,-58.452211
-34.644962,-58.420718
-34.644932,-58.416262
-34.644908,-58.523026
-34.64489,-58.427477
-34.644874,-58.430537
-34.64487,-58.505082
-34.644849,-58.413969
-34.644849,-58.413969
-34.644839,-58.421234
-34.644836,-58.379184
-34.644836,-58.379184
-34.644833,-58.4565
-34.644826,-58.468553
-34.644774,-58.416261
-34.644757,-58.500164
-34.644741,-58.421322
-34.644736,-58.46479
-34.644723,-58.432057
-34.644683,-58.402079
-34.644663,-58.394944
-34.644645,-58.416067
-34.644605,-58.527363
-34.644541,-58.393163
-34.644528,-58.520656
-34.644528,-58.520656
-34.644463,-58.464197
-34.644431,-58.368524
-34.644423,-58.518447
-34.64441,-58.433955
-34.644408,-58.48495
-34.644405,-58.390189
-34.644405,-58.390189
-34.644402,-58.484946
-34.644377,-58.425014
-34.644376,-58.416063
-34.644368,-58.368691
-34.644357,-58.473583
-34.644337,-58.46449
-34.644323,-58.357769
-34.644302,-58.484801
-34.644279,-58.476159
-34.644208,-58.37608
-34.644198,-58.361227
-34.644198,-58.361227
-34.644133,-58.39277
-34.644122,-58.453477
-34.64407,-58.368581
-34.644043,-58.498273
-34.644031,-58.513356
-34.644011,-58.453597
-34.644003,-58.416251
-34.644,-58.368591
-34.643984,-58.467817
-34.643927,-58.416247
-34.643927,-58.376229
-34.64392,-58.493346
-34.643907,-58.453711
-34.643871,-58.423876
-34.643858,-58.493212
-34.64384,-58.405684
-34.643793,-58.499894
-34.643783,-58.499906
-34.64377,-58.379844
-34.64377,-58.379844
-34.643755,-58.498066
-34.643663,-58.368796
-34.643632,-58.407224
-34.643617,-58.493802
-34.643577,-58.492091
-34.643556,-58.441024
-34.643553,-58.398034
-34.643534,-58.392297
-34.643534,-58.392297
